size,threads,real_time,user_time,system_time,total_cpu_time,total_operations,gops,elements_per_second_millions,memory_used_mb,algorithm,pi_est
1330102642,2,9.294916071,18.379342000,0.001289000,18.380631000,1330102642,0.143100,143.100016,2,openmp_needles,3.141582952
400000,4,0.001642730,0.005166000,0.000000000,0.005166000,400000,0.243497,243.497105,2,openmp_needles,3.141961684
600000,4,0.003167009,0.011439000,0.000405000,0.011844000,600000,0.189453,189.453203,2,openmp_needles,3.141871194
900000,4,0.009367495,0.025999000,0.000204000,0.026203000,900000,0.096077,96.076913,2,openmp_needles,3.141569598
1350000,4,0.013111895,0.027613000,0.000000000,0.027613000,1350000,0.102960,102.959946,2,openmp_needles,3.141397806
2025000,4,0.010251602,0.038483000,0.000000000,0.038483000,2025000,0.197530,197.530103,2,openmp_needles,3.141634177
3037500,4,0.016032081,0.061492000,0.000000000,0.061492000,3037500,0.189464,189.463863,2,openmp_needles,3.141622805
4556250,4,0.024550333,0.093088000,0.000248000,0.093336000,4556250,0.185588,185.588114,2,openmp_needles,3.141610891
6834375,4,0.032672332,0.127757000,0.000000000,0.127757000,6834375,0.209179,209.179284,2,openmp_needles,3.141633275
10251562,4,0.045506417,0.181292000,0.000000000,0.181292000,10251562,0.225277,225.277283,2,openmp_needles,3.141566211
15377343,4,0.066264469,0.263767000,0.000000000,0.263767000,15377343,0.232060,232.060156,2,openmp_needles,3.141557546
23066015,4,0.096153572,0.382423000,0.000393000,0.382816000,23066015,0.239887,239.887240,2,openmp_needles,3.141598477
34599022,4,0.143027974,0.569839000,0.000000000,0.569839000,34599022,0.241904,241.903881,2,openmp_needles,3.141590016
51898533,4,0.212561242,0.848661000,0.000000000,0.848661000,51898533,0.244158,244.158025,2,openmp_needles,3.141583551
77847800,4,0.317422510,1.264396000,0.000000000,1.264396000,77847800,0.245250,245.249778,2,openmp_needles,3.141580274
116771700,4,0.474735810,1.886812000,0.000392000,1.887204000,116771700,0.245972,245.971965,2,openmp_needles,3.141584670
175157550,4,0.713498266,2.837946000,0.000414000,2.838360000,175157550,0.245491,245.491206,2,openmp_needles,3.141584810
262736325,4,1.069963449,4.243042000,0.000000000,4.243042000,262736325,0.245556,245.556355,2,openmp_needles,3.141582538
394104487,4,1.613477546,6.366095000,0.000000000,6.366095000,394104487,0.244258,244.257807,2,openmp_needles,3.141581770
591156730,4,2.398348470,9.534008000,0.000000000,9.534008000,591156730,0.246485,246.484920,2,openmp_needles,3.141582577
886735095,4,3.614671379,14.305175000,0.000424000,14.305599000,886735095,0.245316,245.315549,2,openmp_needles,3.141582850
1330102642,4,5.363003933,21.317423000,0.000307000,21.317730000,1330102642,0.248014,248.014482,2,openmp_needles,3.141583168
400000,4,0.001632371,0.005840000,0.000000000,0.005840000,400000,0.245042,245.042334,2,openmp_needles,3.141961684
600000,4,0.002712005,0.010074000,0.000000000,0.010074000,600000,0.221239,221.238530,2,openmp_needles,3.141805386
900000,4,0.008006392,0.021071000,0.000986000,0.022057000,900000,0.112410,112.410184,2,openmp_needles,3.141569598
1350000,4,0.006833433,0.025421000,0.000000000,0.025421000,1350000,0.197558,197.558094,2,openmp_needles,3.141397806
2025000,4,0.011196263,0.037765000,0.000212000,0.037977000,2025000,0.180864,180.863919,2,openmp_needles,3.141634177
3037500,4,0.017415704,0.064103000,0.000968000,0.065071000,3037500,0.174412,174.411554,2,openmp_needles,3.141639051
4556250,4,0.020844463,0.079552000,0.000237000,0.079789000,4556250,0.218583,218.583228,2,openmp_needles,3.141606558
6834375,4,0.039493990,0.141284000,0.000246000,0.141530000,6834375,0.173048,173.048482,2,openmp_needles,3.141636163
10251562,4,0.047879343,0.188470000,0.000000000,0.188470000,10251562,0.214112,214.112420,2,openmp_needles,3.141564285
15377343,4,0.068088945,0.271673000,0.000000000,0.271673000,15377343,0.225842,225.841992,2,openmp_needles,3.141555621
23066015,4,0.100099874,0.398488000,0.000344000,0.398832000,23066015,0.230430,230.430010,2,openmp_needles,3.141596765
34599022,4,0.144927655,0.577612000,0.000381000,0.577993000,34599022,0.238733,238.733056,2,openmp_needles,3.141592869
51898533,4,0.217688109,0.866868000,0.000362000,0.867230000,51898533,0.238408,238.407753,2,openmp_needles,3.141583170
77847800,4,0.338798427,1.348964000,0.000284000,1.349248000,77847800,0.229776,229.776155,2,openmp_needles,3.141580274
116771700,4,0.483282959,1.918076000,0.000000000,1.918076000,116771700,0.241622,241.621803,2,openmp_needles,3.141584162
175157550,4,0.724643712,2.863512000,0.000000000,2.863512000,175157550,0.241715,241.715407,2,openmp_needles,3.141584416
262736325,4,1.085919336,4.274564000,0.000426000,4.274990000,262736325,0.241948,241.948289,2,openmp_needles,3.141582425
394104487,4,1.616565216,6.387567000,0.000389000,6.387956000,394104487,0.243791,243.791270,2,openmp_needles,3.141581770
591156730,4,2.414850142,9.559445000,0.000000000,9.559445000,591156730,0.244801,244.800586,2,openmp_needles,3.141582660
886735095,4,3.617621975,14.301451000,0.000000000,14.301451000,886735095,0.245115,245.115466,2,openmp_needles,3.141582805
1330102642,4,5.378213960,21.312529000,0.001366000,21.313895000,1330102642,0.247313,247.313077,2,openmp_needles,3.141583153
400000,4,0.001707962,0.003811000,0.000321000,0.004132000,400000,0.234197,234.197248,2,openmp_needles,3.142035725
600000,4,0.002875842,0.010427000,0.000371000,0.010798000,600000,0.208635,208.634549,2,openmp_needles,3.141772483
900000,4,0.007325535,0.021338000,0.000280000,0.021618000,900000,0.122858,122.857921,2,openmp_needles,3.141624429
1350000,4,0.005251325,0.017817000,0.000000000,0.017817000,1350000,0.257078,257.077976,2,openmp_needles,3.141405116
2025000,4,0.012946504,0.047240000,0.000292000,0.047532000,2025000,0.156413,156.412882,2,openmp_needles,3.141643925
3037500,4,0.016581929,0.063579000,0.000355000,0.063934000,3037500,0.183181,183.181342,2,openmp_needles,3.141619555
4556250,4,0.027256954,0.098865000,0.000207000,0.099072000,4556250,0.167159,167.159177,2,openmp_needles,3.141621722
6834375,4,0.031880833,0.125286000,0.000000000,0.125286000,6834375,0.214373,214.372535,2,openmp_needles,3.141626054
10251562,4,0.052452233,0.206675000,0.001985000,0.208660000,10251562,0.195446,195.445673,2,openmp_needles,3.141571987
15377343,4,0.068320795,0.270356000,0.000377000,0.270733000,15377343,0.225076,225.075586,2,openmp_needles,3.141553695
23066015,4,0.098948348,0.393866000,0.000223000,0.394089000,23066015,0.233112,233.111674,2,openmp_needles,3.141596337
34599022,4,0.143891893,0.573949000,0.000272000,0.574221000,34599022,0.240452,240.451503,2,openmp_needles,3.141592869
51898533,4,0.215023918,0.857702000,0.000355000,0.858057000,51898533,0.241362,241.361675,2,openmp_needles,3.141584882
77847800,4,0.320912157,1.278401000,0.000000000,1.278401000,77847800,0.242583,242.582895,2,openmp_needles,3.141580148
116771700,4,0.484930744,1.923043000,0.000000000,1.923043000,116771700,0.240801,240.800777,2,openmp_needles,3.141584247
175157550,4,0.778436885,3.093763000,0.000000000,3.093763000,175157550,0.225012,225.011884,2,openmp_needles,3.141584754
262736325,4,1.076024516,4.259584000,0.001000000,4.260584000,262736325,0.244173,244.173177,2,openmp_needles,3.141582650
394104487,4,1.615275111,6.394807000,0.000999000,6.395806000,394104487,0.243986,243.985984,2,openmp_needles,3.141581770
591156730,4,2.411268373,9.565669000,0.000000000,9.565669000,591156730,0.245164,245.164220,2,openmp_needles,3.141582594
886735095,4,3.608446915,14.328271000,0.002322000,14.330593000,886735095,0.245739,245.738711,2,openmp_needles,3.141582916
1330102642,4,5.369414542,21.322551000,0.001999000,21.324550000,1330102642,0.247718,247.718374,2,openmp_needles,3.141583168
400000,4,0.001735674,0.006117000,0.000206000,0.006323000,400000,0.230458,230.458024,2,openmp_needles,3.142035725
600000,4,0.002536596,0.009466000,0.000000000,0.009466000,600000,0.236537,236.537470,2,openmp_needles,3.141788935
900000,4,0.006248395,0.021183000,0.000949000,0.022132000,900000,0.144037,144.036989,2,openmp_needles,3.141602497
1350000,4,0.007105171,0.026852000,0.000978000,0.027830000,1350000,0.190002,190.002464,2,openmp_needles,3.141405116
2025000,4,0.011166926,0.042975000,0.000357000,0.043332000,2025000,0.181339,181.339072,2,openmp_needles,3.141619555
3037500,4,0.016475569,0.065125000,0.000097000,0.065222000,3037500,0.184364,184.363891,2,openmp_needles,3.141639051
4556250,4,0.020329885,0.079746000,0.000000000,0.079746000,4556250,0.224116,224.115877,2,openmp_needles,3.141608724
6834375,4,0.033213740,0.127647000,0.001945000,0.129592000,6834375,0.205770,205.769510,2,openmp_needles,3.141633275
10251562,4,0.050054033,0.191490000,0.000159000,0.191649000,10251562,0.204810,204.809910,2,openmp_needles,3.141572950
15377343,4,0.065870596,0.261206000,0.000000000,0.261206000,15377343,0.233448,233.447759,2,openmp_needles,3.141553053
23066015,4,0.097140301,0.381438000,0.000000000,0.381438000,23066015,0.237451,237.450520,2,openmp_needles,3.141595482
34599022,4,0.147387286,0.586787000,0.000372000,0.587159000,34599022,0.234749,234.749027,2,openmp_needles,3.141592013
51898533,4,0.216895041,0.862765000,0.001375000,0.864140000,51898533,0.239279,239.279482,2,openmp_needles,3.141584692
77847800,4,0.321683040,1.280145000,0.000998000,1.281143000,77847800,0.242002,242.001568,2,openmp_needles,3.141580274
116771700,4,0.479924846,1.906048000,0.001998000,1.908046000,116771700,0.243312,243.312471,2,openmp_needles,3.141584078
175157550,4,0.715922106,2.844646000,0.000999000,2.845645000,175157550,0.244660,244.660066,2,openmp_needles,3.141584641
262736325,4,1.082305337,4.270658000,0.001356000,4.272014000,262736325,0.242756,242.756195,2,openmp_needles,3.141582575
394104487,4,1.632551499,6.466593000,0.000000000,6.466593000,394104487,0.241404,241.404015,2,openmp_needles,3.141581820
591156730,4,2.414067505,9.543079000,0.001000000,9.544079000,591156730,0.244880,244.879950,2,openmp_needles,3.141582544
886735095,4,3.596947508,14.277955000,0.000803000,14.278758000,886735095,0.246524,246.524336,2,openmp_needles,3.141582872
1330102642,4,5.377104754,21.312016000,0.000361000,21.312377000,1330102642,0.247364,247.364093,2,openmp_needles,3.141583064
400000,4,0.001764278,0.006105000,0.000177000,0.006282000,400000,0.226722,226.721639,2,openmp_needles,3.141937004
600000,4,0.002608160,0.009234000,0.000000000,0.009234000,600000,0.230047,230.047236,2,openmp_needles,3.141854742
900000,4,0.010050653,0.028802000,0.000347000,0.029149000,900000,0.089546,89.546421,2,openmp_needles,3.141536700
1350000,4,0.005336835,0.019585000,0.000000000,0.019585000,1350000,0.252959,252.958917,2,openmp_needles,3.141383186
2025000,4,0.009788561,0.035870000,0.000479000,0.036349000,2025000,0.206874,206.874126,2,openmp_needles,3.141634177
3037500,4,0.016380750,0.060207000,0.000223000,0.060430000,3037500,0.185431,185.431070,2,openmp_needles,3.141658547
4556250,4,0.026667245,0.099140000,0.000177000,0.099317000,4556250,0.170856,170.855670,2,openmp_needles,3.141613057
6834375,4,0.035515553,0.138409000,0.000379000,0.138788000,6834375,0.192433,192.433298,2,openmp_needles,3.141623166
10251562,4,0.047985170,0.189670000,0.000368000,0.190038000,10251562,0.213640,213.640214,2,openmp_needles,3.141576801
15377343,4,0.065478726,0.261057000,0.000370000,0.261427000,15377343,0.234845,234.844872,2,openmp_needles,3.141553053
23066015,4,0.101151274,0.401780000,0.000342000,0.402122000,23066015,0.228035,228.034844,2,openmp_needles,3.141599333
34599022,4,0.148559533,0.591622000,0.000995000,0.592617000,34599022,0.232897,232.896680,2,openmp_needles,3.141592869
51898533,4,0.216751476,0.863117000,0.000000000,0.863117000,51898533,0.239438,239.437968,2,openmp_needles,3.141583170
77847800,4,0.323044350,1.286097000,0.000320000,1.286417000,77847800,0.240982,240.981772,2,openmp_needles,3.141579894
116771700,4,0.485828500,1.919826000,0.000420000,1.920246000,116771700,0.240356,240.355805,2,openmp_needles,3.141584500
175157550,4,0.721134610,2.853427000,0.000381000,2.853808000,175157550,0.242892,242.891615,2,openmp_needles,3.141584641
262736325,4,1.076983115,4.257860000,0.000371000,4.258231000,262736325,0.243956,243.955844,2,openmp_needles,3.141582500
394104487,4,1.729147000,6.496134000,0.000446000,6.496580000,394104487,0.227918,227.918440,2,openmp_needles,3.141581570
591156730,4,2.393221150,9.442749000,0.000000000,9.442749000,591156730,0.247013,247.012998,2,openmp_needles,3.141582594
886735095,4,3.583844133,14.194928000,0.001999000,14.196927000,886735095,0.247426,247.425687,2,openmp_needles,3.141582783
1330102642,4,5.351963995,21.254651000,0.000391000,21.255042000,1330102642,0.248526,248.526082,2,openmp_needles,3.141583064
400000,4,0.001544866,0.005657000,0.000000000,0.005657000,400000,0.258922,258.922133,2,openmp_needles,3.141937004
600000,4,0.002482774,0.009415000,0.000000000,0.009415000,600000,0.241665,241.665170,2,openmp_needles,3.141838290
900000,4,0.008581648,0.017687000,0.000918000,0.018605000,900000,0.104875,104.874961,2,openmp_needles,3.141492837
1350000,4,0.005122063,0.018659000,0.000350000,0.019009000,1350000,0.263566,263.565677,2,openmp_needles,3.141375876
2025000,4,0.014479063,0.051180000,0.000000000,0.051180000,2025000,0.139857,139.857116,2,openmp_needles,3.141604933
3037500,4,0.015698169,0.059409000,0.000413000,0.059822000,3037500,0.193494,193.493904,2,openmp_needles,3.141635802
4556250,4,0.024963419,0.097229000,0.000000000,0.097229000,4556250,0.182517,182.517066,2,openmp_needles,3.141617389
6834375,4,0.034321963,0.134169000,0.000168000,0.134337000,6834375,0.199125,199.125411,2,openmp_needles,3.141626054
10251562,4,0.053222236,0.208553000,0.000180000,0.208733000,10251562,0.192618,192.618025,2,openmp_needles,3.141578726
15377343,4,0.067599067,0.268073000,0.000000000,0.268073000,15377343,0.227479,227.478628,2,openmp_needles,3.141554979
23066015,4,0.097084885,0.385620000,0.000327000,0.385947000,23066015,0.237586,237.586057,2,openmp_needles,3.141599333
34599022,4,0.149528992,0.595313000,0.001001000,0.596314000,34599022,0.231387,231.386713,2,openmp_needles,3.141592298
51898533,4,0.218228993,0.870208000,0.000399000,0.870607000,51898533,0.237817,237.816856,2,openmp_needles,3.141583741
77847800,4,0.322845616,1.285382000,0.000000000,1.285382000,77847800,0.241130,241.130113,2,openmp_needles,3.141580021
116771700,4,0.482272532,1.918703000,0.000000000,1.918703000,116771700,0.242128,242.128034,2,openmp_needles,3.141584754
175157550,4,0.720538225,2.858301000,0.000435000,2.858736000,175157550,0.243093,243.092655,2,openmp_needles,3.141584698
262736325,4,1.076722827,4.262412000,0.000000000,4.262412000,262736325,0.244015,244.014818,2,openmp_needles,3.141582500
394104487,4,1.609777828,6.364282000,0.000423000,6.364705000,394104487,0.244819,244.819179,2,openmp_needles,3.141581620
591156730,4,2.405546892,9.477038000,0.000383000,9.477421000,591156730,0.245747,245.747332,2,openmp_needles,3.141582577
886735095,4,3.608322641,14.232746000,0.001000000,14.233746000,886735095,0.245747,245.747175,2,openmp_needles,3.141582894
1330102642,4,5.388452737,21.305058000,0.000000000,21.305058000,1330102642,0.246843,246.843149,2,openmp_needles,3.141583123
400000,4,0.001730654,0.006395000,0.000000000,0.006395000,400000,0.231126,231.126499,2,openmp_needles,3.141862968
600000,4,0.003286621,0.009981000,0.000000000,0.009981000,600000,0.182558,182.558317,2,openmp_needles,3.141854742
900000,4,0.006329366,0.021092000,0.000228000,0.021320000,900000,0.142194,142.194337,2,openmp_needles,3.141514769
1350000,4,0.006543667,0.025574000,0.000000000,0.025574000,1350000,0.206306,206.306342,2,openmp_needles,3.141397806
2025000,4,0.015385492,0.054442000,0.000040000,0.054482000,2025000,0.131618,131.617500,2,openmp_needles,3.141643925
3037500,4,0.021953054,0.074331000,0.000975000,0.075306000,3037500,0.138363,138.363437,2,openmp_needles,3.141613057
4556250,4,0.019985025,0.074149000,0.002972000,0.077121000,4556250,0.227983,227.983202,2,openmp_needles,3.141626054
6834375,4,0.038036635,0.149948000,0.000221000,0.150169000,6834375,0.179679,179.678749,2,openmp_needles,3.141630386
10251562,4,0.051380479,0.199025000,0.000345000,0.199370000,10251562,0.199523,199.522507,2,openmp_needles,3.141575838
15377343,4,0.069783839,0.276019000,0.000383000,0.276402000,15377343,0.220357,220.356793,2,openmp_needles,3.141558830
23066015,4,0.102163368,0.407155000,0.000288000,0.407443000,23066015,0.225776,225.775789,2,openmp_needles,3.141596765
34599022,4,0.151240129,0.600583000,0.000369000,0.600952000,34599022,0.228769,228.768795,2,openmp_needles,3.141592013
51898533,4,0.220551332,0.879459000,0.000000000,0.879459000,51898533,0.235313,235.312716,2,openmp_needles,3.141582790
77847800,4,0.326790621,1.298471000,0.000290000,1.298761000,77847800,0.238219,238.219199,2,openmp_needles,3.141580148
116771700,4,0.488711041,1.946611000,0.000410000,1.947021000,116771700,0.238938,238.938125,2,openmp_needles,3.141584500
175157550,4,0.728468496,2.895191000,0.000382000,2.895573000,175157550,0.240446,240.446294,2,openmp_needles,3.141584641
262736325,4,1.096536341,4.334725000,0.000321000,4.335046000,262736325,0.239606,239.605670,2,openmp_needles,3.141582162
394104487,4,1.642027692,6.470519000,0.001000000,6.471519000,394104487,0.240011,240.010865,2,openmp_needles,3.141581770
591156730,4,2.442840721,9.643423000,0.000000000,9.643423000,591156730,0.241996,241.995610,2,openmp_needles,3.141582544
886735095,4,3.656822420,14.450800000,0.000296000,14.451096000,886735095,0.242488,242.487874,2,openmp_needles,3.141582883
1330102642,4,5.479300650,21.675321000,0.016336000,21.691657000,1330102642,0.242750,242.750440,2,openmp_needles,3.141583123
400000,4,0.001741274,0.006126000,0.000000000,0.006126000,400000,0.229717,229.716862,2,openmp_needles,3.141862968
600000,4,0.002484167,0.009280000,0.000000000,0.009280000,600000,0.241530,241.529656,2,openmp_needles,3.141920551
900000,4,0.006234126,0.021531000,0.000000000,0.021531000,900000,0.144367,144.366668,2,openmp_needles,3.141547666
1350000,4,0.007837853,0.028242000,0.000260000,0.028502000,1350000,0.172241,172.241046,2,openmp_needles,3.141405116
2025000,4,0.011760436,0.040355000,0.000222000,0.040577000,2025000,0.172187,172.187494,2,openmp_needles,3.141629303
3037500,4,0.017445383,0.065205000,0.001196000,0.066401000,3037500,0.174115,174.114836,2,openmp_needles,3.141616306
4556250,4,0.026987810,0.100807000,0.001005000,0.101812000,4556250,0.168826,168.826222,2,openmp_needles,3.141626054
6834375,4,0.033709291,0.132938000,0.000333000,0.133271000,6834375,0.202745,202.744549,2,openmp_needles,3.141623166
10251562,4,0.047178980,0.187175000,0.000000000,0.187175000,10251562,0.217291,217.290878,2,openmp_needles,3.141576801
15377343,4,0.069101365,0.273357000,0.000996000,0.274353000,15377343,0.222533,222.533129,2,openmp_needles,3.141554337
23066015,4,0.101325622,0.396536000,0.005228000,0.401764000,23066015,0.227642,227.642471,2,openmp_needles,3.141598477
34599022,4,0.152368385,0.601227000,0.003985000,0.605212000,34599022,0.227075,227.074810,2,openmp_needles,3.141591443
51898533,4,0.223696525,0.885873000,0.000276000,0.886149000,51898533,0.232004,232.004199,2,openmp_needles,3.141582600
77847800,4,0.337232835,1.308789000,0.009364000,1.318153000,77847800,0.230843,230.842883,2,openmp_needles,3.141580274
116771700,4,0.499556220,1.945858000,0.009455000,1.955313000,116771700,0.233751,233.750868,2,openmp_needles,3.141583909
175157550,4,0.757157509,2.898548000,0.021978000,2.920526000,175157550,0.231336,231.335684,2,openmp_needles,3.141584698
262736325,4,1.107061723,4.290613000,0.030393000,4.321006000,262736325,0.237328,237.327621,2,openmp_needles,3.141582200
394104487,4,1.633035394,6.428091000,0.022456000,6.450547000,394104487,0.241332,241.332483,2,openmp_needles,3.141581795
591156730,4,2.440622723,9.610475000,0.091424000,9.701899000,591156730,0.242216,242.215531,2,openmp_needles,3.141582627
886735095,4,3.724677150,14.364130000,0.111438000,14.475568000,886735095,0.238070,238.070324,2,openmp_needles,3.141582705
1330102642,4,5.598736316,21.632868000,0.161450000,21.794318000,1330102642,0.237572,237.571939,2,openmp_needles,3.141583101
400000,4,0.001741625,0.006318000,0.000103000,0.006421000,400000,0.229671,229.670566,2,openmp_needles,3.141443493
600000,4,0.002815047,0.009764000,0.000000000,0.009764000,600000,0.213140,213.140313,2,openmp_needles,3.141805386
900000,4,0.007930275,0.021361000,0.000000000,0.021361000,900000,0.113489,113.489129,2,openmp_needles,3.141591530
1350000,4,0.005303391,0.019904000,0.000888000,0.020792000,1350000,0.254554,254.554115,2,openmp_needles,3.141448976
2025000,4,0.013726230,0.044276000,0.000256000,0.044532000,2025000,0.147528,147.527763,2,openmp_needles,3.141604933
3037500,4,0.021832104,0.071998000,0.000223000,0.072221000,3037500,0.139130,139.129971,2,openmp_needles,3.141639051
4556250,4,0.026406119,0.101379000,0.000209000,0.101588000,4556250,0.172545,172.545235,2,openmp_needles,3.141600060
6834375,4,0.034123495,0.134020000,0.000990000,0.135010000,6834375,0.200284,200.283558,2,openmp_needles,3.141627498
10251562,4,0.048730466,0.191567000,0.002266000,0.193833000,10251562,0.210373,210.372747,2,openmp_needles,3.141582577
15377343,4,0.069210386,0.274553000,0.000313000,0.274866000,15377343,0.222183,222.182593,2,openmp_needles,3.141553695
23066015,4,0.102791864,0.400282000,0.006965000,0.407247000,23066015,0.224395,224.395337,2,openmp_needles,3.141600188
34599022,4,0.150736797,0.594335000,0.007357000,0.601692000,34599022,0.229533,229.532687,2,openmp_needles,3.141593154
51898533,4,0.222208962,0.877782000,0.005407000,0.883189000,51898533,0.233557,233.557335,2,openmp_needles,3.141582410
77847800,4,0.341530541,1.307719000,0.016360000,1.324079000,77847800,0.227938,227.938034,2,openmp_needles,3.141579767
116771700,4,0.513007865,1.917312000,0.031980000,1.949292000,116771700,0.227622,227.621656,2,openmp_needles,3.141583064
175157550,4,0.737354022,2.903388000,0.013995000,2.917383000,175157550,0.237549,237.548782,2,openmp_needles,3.141584416
262736325,4,1.126497517,4.344947000,0.049335000,4.394282000,262736325,0.233233,233.232938,2,openmp_needles,3.141582763
394104487,4,1.640097492,6.466975000,0.018995000,6.485970000,394104487,0.240293,240.293329,2,openmp_needles,3.141581570
591156730,4,2.513442843,9.637344000,0.069347000,9.706691000,591156730,0.235198,235.198000,2,openmp_needles,3.141582811
886735095,4,3.751826104,14.451959000,0.149984000,14.601943000,886735095,0.236348,236.347600,2,openmp_needles,3.141582861
1330102642,4,5.625708778,21.567374000,0.221432000,21.788806000,1330102642,0.236433,236.432900,2,openmp_needles,3.141583145
400000,4,0.001714894,0.003958000,0.000000000,0.003958000,400000,0.233251,233.250568,2,openmp_needles,3.141443493
600000,4,0.002401021,0.006908000,0.000333000,0.007241000,600000,0.249894,249.893691,2,openmp_needles,3.141788935
900000,4,0.008417989,0.023253000,0.000161000,0.023414000,900000,0.106914,106.913896,2,openmp_needles,3.141624429
1350000,4,0.006047666,0.021490000,0.000000000,0.021490000,1350000,0.223227,223.226613,2,openmp_needles,3.141448976
2025000,4,0.013238325,0.042880000,0.001331000,0.044211000,2025000,0.152965,152.964971,2,openmp_needles,3.141609807
3037500,4,0.019350261,0.069983000,0.000000000,0.069983000,3037500,0.156975,156.974627,2,openmp_needles,3.141642301
4556250,4,0.025991360,0.096676000,0.000216000,0.096892000,4556250,0.175299,175.298638,2,openmp_needles,3.141600060
6834375,4,0.032841960,0.129860000,0.000988000,0.130848000,6834375,0.208099,208.098877,2,openmp_needles,3.141630386
10251562,4,0.047851866,0.188088000,0.002301000,0.190389000,10251562,0.214235,214.235365,2,openmp_needles,3.141580652
15377343,4,0.067306523,0.266708000,0.000371000,0.267079000,15377343,0.228467,228.467351,2,openmp_needles,3.141549844
23066015,4,0.097955944,0.389585000,0.000000000,0.389585000,23066015,0.235473,235.473357,2,openmp_needles,3.141599761
34599022,4,0.150733262,0.596610000,0.004985000,0.601595000,34599022,0.229538,229.538070,2,openmp_needles,3.141590872
51898533,4,0.222340686,0.881932000,0.000249000,0.882181000,51898533,0.233419,233.418966,2,openmp_needles,3.141582980
77847800,4,0.333485470,1.290547000,0.012438000,1.302985000,77847800,0.233437,233.436857,2,openmp_needles,3.141579894
116771700,4,0.507608824,1.939985000,0.030412000,1.970397000,116771700,0.230043,230.042691,2,openmp_needles,3.141582979
175157550,4,0.779335198,2.884709000,0.037361000,2.922070000,175157550,0.224753,224.752520,2,openmp_needles,3.141584472
262736325,4,1.127328649,4.342367000,0.032308000,4.374675000,262736325,0.233061,233.060985,2,openmp_needles,3.141582763
394104487,4,1.702455981,6.478580000,0.063371000,6.541951000,394104487,0.231492,231.491734,2,openmp_needles,3.141581545
591156730,4,2.510118423,9.826571000,0.074470000,9.901041000,591156730,0.235509,235.509498,2,openmp_needles,3.141582694
886735095,4,3.755922190,14.366311000,0.147364000,14.513675000,886735095,0.236090,236.089847,2,openmp_needles,3.141582905
